,CustomerName,Recency,Frequency,Monetary,R_rank,F_rank,M_rank,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
188,Damala Kotsonis,21,86,106228.24890000002,332.5,753.0,660.0,42.6555484284798,94.59798994974874,94.59798994974874,86.8066237215584,High Value Customer
189,Dan Campbell,34,77,51652.35250000001,183.5,651.0,168.0,23.54073123797306,81.78391959798995,81.78391959798995,73.04744134398742,Medium Value Customer
190,Dan Lawera,57,68,63033.19749999999,57.0,495.0,294.0,7.312379730596537,62.1859296482412,62.1859296482412,53.9548971605945,Medium Value Customer
191,Dan Reichenbach,3,84,78803.8659,676.5,734.5,474.0,86.78640153944836,92.27386934673368,92.27386934673368,91.45074917564088,High Value Customer
192,Dana Kaydos,45,70,100004.72839999995,102.5,539.0,626.0,13.149454778704298,67.71356783919597,67.71356783919597,59.52895088012222,Medium Value Customer
193,Daniel Byrd,2,65,66043.55769999999,699.0,421.5,332.0,89.67286722257857,52.95226130653267,52.95226130653267,58.460352193939556,Medium Value Customer
194,Daniel Lacy,37,72,53718.17080000001,153.5,569.0,190.0,19.692110327132777,71.4824120603015,71.4824120603015,63.71386680032619,Medium Value Customer
195,Daniel Raglin,27,85,163807.07908,255.5,744.5,783.0,32.777421423989736,93.53015075376885,93.53015075376885,84.41724135430198,High Value Customer
196,Dario Medina,12,76,126380.05244,486.5,631.0,737.0,62.411802437459905,79.2713567839196,79.2713567839196,76.74242363195064,High Value Customer
197,Darren Budd,57,31,67099.62920000002,57.0,3.5,345.0,7.312379730596537,0.4396984924623116,0.4396984924623116,1.4706006781824454,Low value Customer
198,Darren Koutras,1,64,67935.02309999999,741.0,399.5,355.0,95.06093649775497,50.188442211055275,50.188442211055275,56.91931635406023,Medium Value Customer
199,Darren Powers,14,82,76286.82979999998,442.5,707.5,449.0,56.767158434894164,88.88190954773869,88.88190954773869,84.06469688081201,High Value Customer
200,Darrin Martin,2,66,91180.55140000001,699.0,442.0,567.0,89.67286722257857,55.527638190954775,55.527638190954775,60.64942254569834,Medium Value Customer
201,Darrin Sayre,48,68,72480.82449999999,92.0,495.0,403.0,11.8024374599102,62.1859296482412,62.1859296482412,54.62840581999155,Medium Value Customer
202,Darrin Van Huff,19,94,122898.88123999997,367.5,782.0,725.0,47.14560615779346,98.24120603015075,98.24120603015075,90.57686604929715,High Value Customer
203,Dave Brooks,8,70,167186.30026,544.5,539.0,785.0,69.85246953175113,67.71356783919597,67.71356783919597,68.03440309307925,Medium Value Customer
204,Dave Hallsten,75,83,74702.30870000001,37.5,721.5,431.0,4.810776138550353,90.64070351758794,90.64070351758794,77.76621441073229,High Value Customer
205,Dave Kipp,8,64,82521.57883999999,544.5,399.5,500.0,69.85246953175113,50.188442211055275,50.188442211055275,53.13804630915965,Medium Value Customer
206,Dave Poirier,6,62,182885.83507999993,600.5,351.5,791.0,77.03656189865298,44.15829145728643,44.15829145728643,49.09003202349141,Low value Customer
207,David Bremer,5,34,33300.27998,636.5,5.0,28.0,81.65490699166132,0.628140703517588,0.628140703517588,12.782155646739147,Low value Customer
208,David Flashing,9,52,52561.8161,519.5,144.0,175.0,66.64528543938421,18.090452261306535,18.090452261306535,25.373677238018182,Low value Customer
209,David Kendrick,10,58,129914.98599999999,510.5,267.5,746.0,65.49069916613213,33.60552763819096,33.60552763819096,38.388303367382136,Low value Customer
210,David Philippe,7,68,135140.00784000003,572.5,495.0,751.0,73.44451571520206,62.1859296482412,62.1859296482412,63.874717558285326,Medium Value Customer
211,David Smith,14,63,63557.35580000002,442.5,375.5,303.0,56.767158434894164,47.17336683417086,47.17336683417086,48.61243557427935,Low value Customer
212,David Wiener,6,56,44349.63570000001,600.5,221.5,99.0,77.03656189865298,27.826633165829147,27.826633165829147,35.20812247575272,Low value Customer
213,Dean Braden,7,73,54502.1623,572.5,583.5,197.0,73.44451571520206,73.30402010050251,73.30402010050251,73.32509444270744,Medium Value Customer
214,Dean Katz,1,56,47944.42819999999,741.0,221.5,129.0,95.06093649775497,27.826633165829147,27.826633165829147,37.911778665618016,Low value Customer
215,Dean percer,18,81,117043.20296000008,381.0,697.5,706.0,48.877485567671584,87.62562814070351,87.62562814070351,81.81340675474871,High Value Customer
216,Deanra Eno,19,55,66257.336,367.5,195.5,334.0,47.14560615779346,24.560301507537687,24.560301507537687,27.948097205076053,Low value Customer
217,Deborah Brumfield,9,58,62570.52530000001,519.5,267.5,288.0,66.64528543938421,33.60552763819096,33.60552763819096,38.561491308369945,Low value Customer
218,Debra Catini,18,54,102782.35689999998,381.0,173.5,640.0,48.877485567671584,21.7964824120603,21.7964824120603,25.858632885401992,Low value Customer
219,Deirdre Greer,14,64,87294.88,442.5,399.5,539.0,56.767158434894164,50.188442211055275,50.188442211055275,51.17524964463111,Medium Value Customer
220,Delfina Latchford,18,76,104851.87550000002,381.0,631.0,654.0,48.877485567671584,79.2713567839196,79.2713567839196,74.71227610148239,Medium Value Customer
221,Denise Leinenbach,12,75,78815.037,486.5,616.0,475.0,62.411802437459905,77.38693467336684,77.38693467336684,75.1406648379808,High Value Customer
222,Denise Monton,2,59,135749.5539,699.0,289.0,752.0,89.67286722257857,36.30653266331658,36.30653266331658,44.31148284720588,Low value Customer
223,Dennis Bolton,47,52,41909.547559999985,98.5,144.0,79.0,12.636305323925592,18.090452261306535,18.090452261306535,17.27233022069939,Low value Customer
224,Dennis Kane,4,76,108735.01199999999,665.0,631.0,675.0,85.3110968569596,79.2713567839196,79.2713567839196,80.17731779487559,High Value Customer
225,Dennis Pardue,0,57,41344.047600000005,779.5,243.5,75.0,100.0,30.590452261306535,30.590452261306535,41.00188442211055,Low value Customer
226,Denny Blanton,28,51,109705.20641999997,238.5,132.5,680.0,30.596536241180246,16.64572864321608,16.64572864321608,18.738349782910706,Low value Customer
227,Denny Joy,1,63,126707.12442000002,741.0,375.5,739.0,95.06093649775497,47.17336683417086,47.17336683417086,54.35650228370847,Medium Value Customer
228,Denny Ordway,36,83,91575.05450000001,162.5,721.5,574.0,20.846696600384863,90.64070351758794,90.64070351758794,80.17160248000746,High Value Customer
229,Dianna Arnett,13,60,92237.58118000001,463.0,308.0,579.0,59.397049390635026,38.69346733668342,38.69346733668342,41.79900464477616,Low value Customer
230,Dianna Vittorini,13,63,71295.51424000002,463.0,375.5,387.0,59.397049390635026,47.17336683417086,47.17336683417086,49.00691921764048,Low value Customer
231,Dianna Wilson,55,88,119456.55080000003,63.0,767.0,711.0,8.082103912764593,96.35678391959799,96.35678391959799,83.11558191857297,High Value Customer
232,Dionis Lloyd,22,56,85174.88200000004,312.5,221.5,527.0,40.089801154586276,27.826633165829147,27.826633165829147,29.666108364142715,Low value Customer
233,Don Jones,6,78,88886.45862000003,600.5,670.0,550.0,77.03656189865298,84.17085427135679,84.17085427135679,83.1007104154512,High Value Customer
234,Don Miller,35,52,66610.53735999999,173.0,144.0,338.0,22.19371391917896,18.090452261306535,18.090452261306535,18.705941509987397,Low value Customer
235,Don Weiss,12,62,59873.886999999995,486.5,351.5,261.0,62.411802437459905,44.15829145728643,44.15829145728643,46.89631810431245,Low value Customer
236,Dorothy Badders,5,49,45816.1792,636.5,100.5,112.0,81.65490699166132,12.625628140703519,12.625628140703519,22.98001996834719,Low value Customer
237,Dorothy Dickinson,41,66,51487.25059999999,129.5,442.0,165.0,16.613213598460554,55.527638190954775,55.527638190954775,49.69047450208064,Low value Customer
238,Dorothy Wardle,5,74,61236.22651999998,636.5,600.0,269.0,81.65490699166132,75.37688442211056,75.37688442211056,76.31858780754317,High Value Customer
239,Dorris liebe,5,58,54674.542400000006,636.5,267.5,201.0,81.65490699166132,33.60552763819096,33.60552763819096,40.81293454121151,Low value Customer
240,Doug Bickford,27,58,54460.108000000015,255.5,267.5,196.0,32.777421423989736,33.60552763819096,33.60552763819096,33.48131170606077,Low value Customer
241,Doug Jacobs,12,54,85008.9314,486.5,173.5,525.0,62.411802437459905,21.7964824120603,21.7964824120603,27.88878041587024,Low value Customer
242,Doug O'Connell,26,68,58581.52164000003,271.0,495.0,239.0,34.76587556125722,62.1859296482412,62.1859296482412,58.0729215351936,Medium Value Customer
243,Duane Benoit,12,42,65183.33551999998,486.5,30.5,319.0,62.411802437459905,3.8316582914572863,3.8316582914572863,12.61867991335768,Low value Customer
244,Duane Huffman,20,54,56865.824499999995,351.5,173.5,224.0,45.093008338678644,21.7964824120603,21.7964824120603,25.290961301053052,Low value Customer
245,Duane Noonan,12,60,60519.59620000001,486.5,308.0,264.0,62.411802437459905,38.69346733668342,38.69346733668342,42.251217601799894,Low value Customer
246,Ed Braxton,48,65,62284.48610000001,92.0,421.5,281.0,11.8024374599102,52.95226130653267,52.95226130653267,46.779787729539294,Low value Customer
247,Ed Jacobs,49,45,51160.780999999995,84.0,56.5,161.0,10.77613855035279,7.097989949748744,7.097989949748744,7.64971223983935,Low value Customer
248,Ed Ludwig,26,71,71825.70999999998,271.0,553.5,393.0,34.76587556125722,69.53517587939699,69.53517587939699,64.31978083167603,Medium Value Customer
249,Edward Becker,32,49,44075.10399999999,204.5,100.5,96.0,26.234765875561255,12.625628140703519,12.625628140703519,14.66699880093218,Low value Customer
250,Edward Hooks,2,84,88155.01400000001,699.0,734.5,543.0,89.67286722257857,92.27386934673368,92.27386934673368,91.88371902811042,High Value Customer
251,Edward Nazzal,14,46,25736.3242,442.5,65.0,12.0,56.767158434894164,8.165829145728644,8.165829145728644,15.456028539103471,Low value Customer
252,Eileen Kiefer,44,36,33281.7328,106.5,11.5,27.0,13.662604233483004,1.4447236180904524,1.4447236180904524,3.277405710399335,Low value Customer
253,Eleni McCrary,58,54,74779.73216,52.0,173.5,432.0,6.670942912123155,21.7964824120603,21.7964824120603,19.527651487069726,Low value Customer
254,Elizabeth Moffitt,55,64,49190.17572000001,63.0,399.5,143.0,8.082103912764593,50.188442211055275,50.188442211055275,43.87249146631167,Low value Customer
255,Ellis Ballard,2,57,106326.64485999999,699.0,243.5,662.0,89.67286722257857,30.590452261306535,30.590452261306535,39.45281450549734,Low value Customer
256,Elpida Rittenbach,53,53,124079.28899999998,72.0,157.5,731.0,9.236690186016677,19.786432160804022,19.786432160804022,18.20397086458592,Low value Customer
257,Emily Burns,15,35,26381.2911,419.5,7.0,15.0,53.81654906991661,0.8793969849246231,0.8793969849246231,8.81996979767342,Low value Customer
258,Emily Ducich,15,76,105207.126,419.5,631.0,655.0,53.81654906991661,79.2713567839196,79.2713567839196,75.45313562681915,High Value Customer
259,Emily Grady,22,63,121335.13455999999,312.5,375.5,718.0,40.089801154586276,47.17336683417086,47.17336683417086,46.110831982233165,Low value Customer
260,Emily Phan,12,72,86951.90661999998,486.5,569.0,537.0,62.411802437459905,71.4824120603015,71.4824120603015,70.12182061687525,Medium Value Customer
261,Eric Barreto,7,48,52673.5733,572.5,87.0,178.0,73.44451571520206,10.92964824120603,10.92964824120603,20.306878362305433,Low value Customer
262,Eric Hoffmann,57,71,42187.516059999994,57.0,553.5,84.0,7.312379730596537,69.53517587939699,69.53517587939699,60.201756457076925,Medium Value Customer
263,Eric Murdock,2,100,149367.83963999996,699.0,790.0,770.0,89.67286722257857,99.2462311557789,99.2462311557789,97.81022656579884,High Value Customer
264,Erica Bern,0,77,69664.2481,779.5,651.0,373.0,100.0,81.78391959798995,81.78391959798995,84.51633165829145,High Value Customer
265,Erica Hackney,33,51,40287.48039999999,195.0,132.5,67.0,25.01603592046183,16.64572864321608,16.64572864321608,17.901274734802943,Low value Customer
266,Erica Hernandez,2,57,58747.84809999999,699.0,243.5,243.0,89.67286722257857,30.590452261306535,30.590452261306535,39.45281450549734,Low value Customer
267,Erica Smith,0,67,68982.62333999999,779.5,467.0,369.0,100.0,58.66834170854271,58.66834170854271,64.8680904522613,Medium Value Customer
268,Erin Ashbrook,93,72,53453.85348,22.0,569.0,187.0,2.8223220012828736,71.4824120603015,71.4824120603015,61.183398551448704,Medium Value Customer
269,Erin Creighton,53,58,31030.951900000007,72.0,267.5,19.0,9.236690186016677,33.60552763819096,33.60552763819096,29.950202020364813,Low value Customer
270,Erin Mull,16,62,80347.54006000001,397.5,351.5,486.0,50.994227068633734,44.15829145728643,44.15829145728643,45.18368179898852,Low value Customer
271,Erin Smith,28,74,75067.1548,238.5,600.0,434.0,30.596536241180246,75.37688442211056,75.37688442211056,68.65983219497102,Medium Value Customer
272,Eudokia Martin,8,61,61193.90590000002,544.5,329.0,267.0,69.85246953175113,41.33165829145729,41.33165829145729,45.60977997750136,Low value Customer
273,Eugene Barchas,20,64,63370.53530000001,351.5,399.5,301.0,45.093008338678644,50.188442211055275,50.188442211055275,49.42412713019878,Low value Customer
274,Eugene Hildebrand,22,86,128326.84574,312.5,753.0,742.0,40.089801154586276,94.59798994974874,94.59798994974874,86.42176163047436,High Value Customer
275,Eugene Moren,24,94,120410.23413999999,291.5,782.0,714.0,37.39576651699807,98.24120603015075,98.24120603015075,89.11439010317784,High Value Customer
276,Eva Jacobs,22,49,65204.879599999986,312.5,100.5,320.0,40.089801154586276,12.625628140703519,12.625628140703519,16.74525409278593,Low value Customer
277,Evan Bailliet,19,47,36813.2733,367.5,74.5,45.0,47.14560615779346,9.359296482412061,9.359296482412061,15.027242933719272,Low value Customer
278,Evan Henry,67,61,76169.35754,45.0,329.0,446.0,5.772931366260424,41.33165829145729,41.33165829145729,35.99784925267776,Low value Customer
279,Evan Minnotte,41,66,97844.41662,129.5,442.0,609.0,16.613213598460554,55.527638190954775,55.527638190954775,49.69047450208064,Low value Customer
280,Filia McAdams,7,69,82235.28699999998,572.5,521.0,497.0,73.44451571520206,65.45226130653266,65.45226130653266,66.65109946783306,Medium Value Customer
281,Frank Atkinson,22,62,59419.3596,312.5,351.5,253.0,40.089801154586276,44.15829145728643,44.15829145728643,43.5480179118814,Low value Customer
282,Frank Carlisle,42,51,66824.7012,121.0,132.5,341.0,15.522771007055805,16.64572864321608,16.64572864321608,16.47728499779204,Low value Customer
283,Frank Gastineau,34,44,39595.1695,183.5,49.0,65.0,23.54073123797306,6.155778894472362,6.155778894472362,8.763521745997465,Low value Customer
284,Frank Hawley,4,48,81344.35399999998,665.0,87.0,493.0,85.3110968569596,10.92964824120603,10.92964824120603,22.086865533569064,Low value Customer
285,Frank Merwin,2,77,87234.67225999999,699.0,651.0,538.0,89.67286722257857,81.78391959798995,81.78391959798995,82.96726174167824,High Value Customer
286,Frank Olsen,22,85,89786.8285,312.5,744.5,558.0,40.089801154586276,93.53015075376885,93.53015075376885,85.51409831389145,High Value Customer
287,Frank Preis,23,55,45045.65599999999,298.0,195.5,105.0,38.22963438101347,24.560301507537687,24.560301507537687,26.610701438559055,Low value Customer
288,Fred Chung,107,51,38899.67372,13.0,132.5,59.0,1.6677357280307887,16.64572864321608,16.64572864321608,14.399029705938286,Low value Customer
289,Fred Harton,1,42,48516.05674000001,741.0,30.5,136.0,95.06093649775497,3.8316582914572863,3.8316582914572863,17.516050022401938,Low value Customer
290,Fred Hopkins,1,82,162773.36603999994,741.0,707.5,781.0,95.06093649775497,88.88190954773869,88.88190954773869,89.80876359024113,High Value Customer
291,Fred McMath,1,46,34495.195900000006,741.0,65.0,30.0,95.06093649775497,8.165829145728644,8.165829145728644,21.20009524853259,Low value Customer
292,Fred Wasserman,0,72,68867.66550000002,779.5,569.0,367.0,100.0,71.4824120603015,71.4824120603015,75.76005025125627,High Value Customer
293,Gary Hansen,20,76,84861.78333999998,351.5,631.0,523.0,45.093008338678644,79.2713567839196,79.2713567839196,74.14460451713346,Medium Value Customer
294,Gary Hwang,18,102,121675.348,381.0,793.0,719.0,48.877485567671584,99.62311557788944,99.62311557788944,92.01127107635676,High Value Customer
295,Gary McGarr,1,58,72647.6538,741.0,267.5,405.0,95.06093649775497,33.60552763819096,33.60552763819096,42.82383896712555,Low value Customer
296,Gary Mitchum,16,43,49084.260999999984,397.5,39.5,139.0,50.994227068633734,4.9623115577889445,4.9623115577889445,11.867098884415663,Low value Customer
297,Gary Zandusky,7,78,115727.59,572.5,670.0,700.0,73.44451571520206,84.17085427135679,84.17085427135679,82.56190348793358,High Value Customer
298,Gene Hale,51,50,106892.78180000003,76.5,116.5,663.0,9.81398332264272,14.6356783919598,14.6356783919598,13.912424131562238,Low value Customer
299,Gene McClure,104,47,62694.589100000005,14.5,74.5,290.0,1.860166773572803,9.359296482412061,9.359296482412061,8.234427026086172,Low value Customer
300,George Ashbrook,22,58,64835.249960000016,312.5,267.5,317.0,40.089801154586276,33.60552763819096,33.60552763819096,34.57816866565025,Low value Customer
301,George Bell,33,56,94948.43900000001,195.0,221.5,592.0,25.01603592046183,27.826633165829147,27.826633165829147,27.40504357902405,Low value Customer
302,George Zrebassa,30,52,78112.34736,213.5,144.0,468.0,27.38935214881334,18.090452261306535,18.090452261306535,19.485287244432556,Low value Customer
303,Georgia Rosenberg,49,62,85670.88202,84.0,351.5,529.0,10.77613855035279,44.15829145728643,44.15829145728643,39.150968521246384,Low value Customer
304,Giulietta Baptist,13,66,56068.57797999998,463.0,442.0,209.0,59.397049390635026,55.527638190954775,55.527638190954775,56.10804987090681,Medium Value Customer
305,Giulietta Dortch,5,56,124249.94020000001,636.5,221.5,733.0,81.65490699166132,27.826633165829147,27.826633165829147,35.90087423970397,Low value Customer
306,Giulietta Weimer,14,57,100069.53949999998,442.5,243.5,627.0,56.767158434894164,30.590452261306535,30.590452261306535,34.51695818734467,Low value Customer
307,Grace Kelly,12,65,106311.4811,486.5,421.5,661.0,62.411802437459905,52.95226130653267,52.95226130653267,54.37119247617176,Medium Value Customer
308,Grant Thornton,9,48,84275.34652000004,519.5,87.0,517.0,66.64528543938421,10.92964824120603,10.92964824120603,19.286993820932757,Low value Customer
309,Greg Guthrie,33,75,61282.65227999997,195.0,616.0,270.0,25.01603592046183,77.38693467336684,77.38693467336684,69.53129986043109,Medium Value Customer
310,Greg Hansen,1,65,65846.74974000001,741.0,421.5,329.0,95.06093649775497,52.95226130653267,52.95226130653267,59.26856258521601,Medium Value Customer
311,Greg Matthias,1,74,57752.12275999999,741.0,600.0,230.0,95.06093649775497,75.37688442211056,75.37688442211056,78.32949223345722,High Value Customer
312,Greg Maxwell,47,64,64624.87699999999,98.5,399.5,314.0,12.636305323925592,50.188442211055275,50.188442211055275,44.55562167798582,Low value Customer
313,Greg Tran,8,87,216108.5606,544.5,761.0,795.0,69.85246953175113,95.60301507537689,95.60301507537689,91.74043324383302,High Value Customer
314,Guy Armstrong,2,64,36143.13649999999,699.0,399.5,37.0,89.67286722257857,50.188442211055275,50.188442211055275,56.11110596278377,Medium Value Customer
315,Guy Phonely,1,74,66203.846,741.0,600.0,333.0,95.06093649775497,75.37688442211056,75.37688442211056,78.32949223345722,High Value Customer
316,Guy Thornton,0,62,31199.213040000006,779.5,351.5,20.0,100.0,44.15829145728643,44.15829145728643,52.53454773869346,Medium Value Customer
317,Hallie Redmond,13,61,82610.027,463.0,329.0,502.0,59.397049390635026,41.33165829145729,41.33165829145729,44.04146695633395,Low value Customer
318,Harold Dahlen,42,81,84206.05940000001,121.0,697.5,516.0,15.522771007055805,87.62562814070351,87.62562814070351,76.81019957065635,High Value Customer
319,Harold Engle,6,71,50439.24293999999,600.5,553.5,155.0,77.03656189865298,69.53517587939699,69.53517587939699,70.66038378228538,Medium Value Customer
320,Harold Pawlan,30,45,38487.06049999999,213.5,56.5,56.0,27.38935214881334,7.097989949748744,7.097989949748744,10.141694279608434,Low value Customer
321,Harold Ryan,51,44,41328.31344,76.5,49.0,73.0,9.81398332264272,6.155778894472362,6.155778894472362,6.704509558697915,Low value Customer
322,Harry Greene,12,101,179105.82847999997,486.5,791.0,790.0,62.411802437459905,99.37185929648241,99.37185929648241,93.82785076762903,High Value Customer
323,Harry Marie,1,85,176853.54139999996,741.0,744.5,788.0,95.06093649775497,93.53015075376885,93.53015075376885,93.75976861536677,High Value Customer
324,Heather Jas,5,68,67834.55840000001,636.5,495.0,353.0,81.65490699166132,62.1859296482412,62.1859296482412,65.10627624975422,Medium Value Customer
325,Heather Kirkland,43,60,61228.955300000016,113.5,308.0,268.0,14.560615779345735,38.69346733668342,38.69346733668342,35.073539603082764,Low value Customer
326,Helen Abelman,13,62,72497.28632000003,463.0,351.5,404.0,59.397049390635026,44.15829145728643,44.15829145728643,46.44410514728872,Low value Customer
327,Helen Andreada,20,63,41010.07310000001,351.5,375.5,72.0,45.093008338678644,47.17336683417086,47.17336683417086,46.86131305984702,Low value Customer
328,Helen Wasserman,34,66,97898.78360000001,183.5,442.0,610.0,23.54073123797306,55.527638190954775,55.527638190954775,50.729602148007515,Medium Value Customer
329,Henia Zydlo,35,57,49187.00239999998,173.0,243.5,142.0,22.19371391917896,30.590452261306535,30.590452261306535,29.330941509987397,Low value Customer
330,Henry Goldwyn,23,71,90451.5772,298.0,553.5,560.0,38.22963438101347,69.53517587939699,69.53517587939699,64.83934465463946,Medium Value Customer
331,Henry MacAllister,25,64,75648.3132,285.0,399.5,440.0,36.561898652982684,50.188442211055275,50.188442211055275,48.144460677344384,Low value Customer
332,Herbert Flentye,14,77,42765.12530000001,442.5,651.0,88.0,56.767158434894164,81.78391959798995,81.78391959798995,78.03140542352558,High Value Customer
333,Hilary Holden,54,57,72369.76138000001,67.5,243.5,401.0,8.659397049390636,30.590452261306535,30.590452261306535,27.30079397951915,Low value Customer
334,Hunter Glantz,6,67,81510.063,600.5,467.0,494.0,77.03656189865298,58.66834170854271,58.66834170854271,61.42357473705925,Medium Value Customer
335,Hunter Lopez,30,53,127334.27694000001,213.5,157.5,740.0,27.38935214881334,19.786432160804022,19.786432160804022,20.926870159005418,Low value Customer
336,Ionia McGrath,15,39,40369.99511999998,419.5,19.0,69.0,53.81654906991661,2.386934673366834,2.386934673366834,10.1013768328493,Low value Customer
337,Irene Maddox,40,82,113861.78795999997,139.0,707.5,694.0,17.831943553559974,88.88190954773869,88.88190954773869,78.22441464861188,High Value Customer
338,Ivan Gibson,1,77,68292.87994000001,741.0,651.0,358.0,95.06093649775497,81.78391959798995,81.78391959798995,83.77547213295469,High Value Customer
339,Ivan Liston,116,64,72821.01375999997,10.0,399.5,409.0,1.2828736369467608,50.188442211055275,50.188442211055275,42.852606924938996,Low value Customer
340,Jack Garza,5,62,67917.10827999999,636.5,351.5,354.0,81.65490699166132,44.15829145728643,44.15829145728643,49.78278378744266,Low value Customer
341,Jack Lebron,8,83,83209.63038000003,544.5,721.5,506.0,69.85246953175113,90.64070351758794,90.64070351758794,87.52246841971241,High Value Customer
342,Jack O'Briant,5,51,57020.09200000001,636.5,132.5,226.0,81.65490699166132,16.64572864321608,16.64572864321608,26.397105395482864,Low value Customer
343,James Galang,1,83,98927.20199999998,741.0,721.5,619.0,95.06093649775497,90.64070351758794,90.64070351758794,91.30373846461299,High Value Customer
344,James Lanier,6,53,58828.45814,600.5,157.5,247.0,77.03656189865298,19.786432160804022,19.786432160804022,28.373951621481368,Low value Customer
345,Jamie Frazer,6,74,108004.32409999998,600.5,600.0,672.0,77.03656189865298,75.37688442211056,75.37688442211056,75.62583604359193,High Value Customer
346,Jamie Kunitz,61,50,84282.6186,49.0,116.5,518.0,6.2860808210391275,14.6356783919598,14.6356783919598,13.383238756321699,Low value Customer
347,Jane Waco,12,75,151740.2199,486.5,616.0,772.0,62.411802437459905,77.38693467336684,77.38693467336684,75.1406648379808,High Value Customer
348,Janet Lee,1,69,98301.50355999998,741.0,521.0,612.0,95.06093649775497,65.45226130653266,65.45226130653266,69.893562585216,Medium Value Customer
349,Janet Martin,6,67,98752.58494000002,600.5,467.0,618.0,77.03656189865298,58.66834170854271,58.66834170854271,61.42357473705925,Medium Value Customer
350,Janet Molinari,37,77,74619.4863,153.5,651.0,430.0,19.692110327132777,81.78391959798995,81.78391959798995,72.47014820736138,Medium Value Customer
351,Jas O'Carroll,14,44,40331.3313,442.5,49.0,68.0,56.767158434894164,6.155778894472362,6.155778894472362,13.74748582553563,Low value Customer
352,Jason Fortune-,56,73,134845.5003,61.0,583.5,750.0,7.825529185375241,73.30402010050251,73.30402010050251,63.48224646323342,Medium Value Customer
353,Jason Gross,2,55,69504.0557,699.0,195.5,371.0,89.67286722257857,24.560301507537687,24.560301507537687,34.32718636479382,Low value Customer
354,Jason Klamczynski,77,62,88298.56243999997,31.5,351.5,546.0,4.041051956382296,44.15829145728643,44.15829145728643,38.140705532150804,Low value Customer
355,Jasper Cacioppo,34,73,98467.89080000002,183.5,583.5,614.0,23.54073123797306,73.30402010050251,73.30402010050251,65.8395267711231,Medium Value Customer
356,Jay Fein,13,64,46692.249999999985,463.0,399.5,121.0,59.397049390635026,50.188442211055275,50.188442211055275,51.569733287992236,Medium Value Customer
357,Jay Kimmel,1,67,61546.22887999999,741.0,467.0,273.0,95.06093649775497,58.66834170854271,58.66834170854271,64.12723092692454,Medium Value Customer
358,Jenna Caffey,8,75,71066.32144000001,544.5,616.0,384.0,69.85246953175113,77.38693467336684,77.38693467336684,76.25676490212447,High Value Customer
359,Jennifer Braxton,7,73,62943.2305,572.5,583.5,292.0,73.44451571520206,73.30402010050251,73.30402010050251,73.32509444270744,Medium Value Customer
360,Jennifer Ferguson,2,66,111467.21087999998,699.0,442.0,685.0,89.67286722257857,55.527638190954775,55.527638190954775,60.64942254569834,Medium Value Customer
361,Jennifer Halladay,5,78,59501.01610000001,636.5,670.0,255.0,81.65490699166132,84.17085427135679,84.17085427135679,83.79346217940247,High Value Customer
362,Jennifer Jackson,19,41,52832.296200000004,367.5,25.0,180.0,47.14560615779346,3.1407035175879394,3.1407035175879394,9.741438913618767,Low value Customer
363,Jennifer Patt,36,78,73091.92898000001,162.5,670.0,415.0,20.846696600384863,84.17085427135679,84.17085427135679,74.67223062071099,Medium Value Customer
364,Jeremy Ellison,27,43,28350.209999999992,255.5,39.5,17.0,32.777421423989736,4.9623115577889445,4.9623115577889445,9.134578037719063,Low value Customer
365,Jeremy Farry,4,57,46001.618019999994,665.0,243.5,113.0,85.3110968569596,30.590452261306535,30.590452261306535,38.79854895065449,Low value Customer
366,Jeremy Lonsdale,30,48,69504.19,213.5,87.0,372.0,27.38935214881334,10.92964824120603,10.92964824120603,13.398603827347127,Low value Customer
367,Jeremy Pistek,8,74,72369.20471999998,544.5,600.0,400.0,69.85246953175113,75.37688442211056,75.37688442211056,74.54822218855665,Medium Value Customer
368,Jessica Myrick,14,51,36510.897999999994,442.5,132.5,41.0,56.767158434894164,16.64572864321608,16.64572864321608,22.663943111967793,Low value Customer
369,Jesus Ocampo,12,53,32445.130000000012,486.5,157.5,25.0,62.411802437459905,19.786432160804022,19.786432160804022,26.180237702302406,Low value Customer
370,Jill Fjeld,1,78,112849.73997999995,741.0,670.0,692.0,95.06093649775497,84.17085427135679,84.17085427135679,85.80436660531652,High Value Customer
371,Jill Matthias,0,58,62814.597000000016,779.5,267.5,291.0,100.0,33.60552763819096,33.60552763819096,43.56469849246231,Low value Customer
372,Jill Stevenson,5,49,54158.328299999994,636.5,100.5,194.0,81.65490699166132,12.625628140703519,12.625628140703519,22.98001996834719,Low value Customer
373,Jim Epp,42,64,54939.9962,121.0,399.5,205.0,15.522771007055805,50.188442211055275,50.188442211055275,44.98859153045535,Low value Customer
374,Jim Karlsson,1,69,74975.70150000001,741.0,521.0,433.0,95.06093649775497,65.45226130653266,65.45226130653266,69.893562585216,Medium Value Customer
375,Jim Kriz,0,43,69195.12250000001,779.5,39.5,370.0,100.0,4.9623115577889445,4.9623115577889445,19.2179648241206,Low value Customer
376,Jim Mitchum,8,84,77403.23466,544.5,734.5,465.0,69.85246953175113,92.27386934673368,92.27386934673368,88.9106593744863,High Value Customer
377,Jim Radford,12,48,65366.19040000002,486.5,87.0,324.0,62.411802437459905,10.92964824120603,10.92964824120603,18.651971370644112,Low value Customer
